质量等级,count,rate
优,1284,0.4951793289625916
良,1174,0.4527574238333976
轻度污染,93,0.03586579251831855
中度污染,24,0.009255688391824142
严重污染,12,0.004627844195912071
重度污染,6,0.0023139220979560356
