质量等级,count,rate
良,1337,0.5140330642060746
优,1055,0.40561322568242986
轻度污染,176,0.06766628219915417
中度污染,20,0.007689350249903883
重度污染,7,0.002691272587466359
严重污染,6,0.002306805074971165
