质量等级,count,rate
良,860,0.4488517745302714
优,742,0.3872651356993737
轻度污染,232,0.12108559498956159
中度污染,61,0.031837160751565764
重度污染,13,0.006784968684759917
严重污染,8,0.0041753653444676405
