质量等级,count,rate
良,1642,0.5552925262089956
优,742,0.2509299966181941
轻度污染,437,0.14778491714575584
中度污染,99,0.03347987825498817
重度污染,22,0.0074399729455529254
严重污染,15,0.005072708826513358
