质量等级,count,rate
良,1465,0.4839775355137099
轻度污染,799,0.2639577139081599
中度污染,312,0.10307234886025768
优,201,0.06640237859266601
重度污染,133,0.043937892302609846
严重污染,117,0.03865213082259663
