质量等级,count,rate
良,1600,0.5596362364463099
优,831,0.2906610703043022
轻度污染,330,0.11542497376705142
中度污染,83,0.029031129765652326
重度污染,10,0.003497726477789437
严重污染,5,0.0017488632388947185
