metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,3024,67.31580687830687,60.0,35.545609788927436,8.0,28.0,44.0,82.0,132.0,414.0,2.262981528694367,10.448087704711266,0.0
当天AQI排名,3024,166.56183862433863,156.5,89.18769756724349,2.0,38.0,94.0,237.0,323.0,498.0,0.3118964003812901,-0.8315025353646122,0.0
PM2.5,3024,41.454695767195766,34.0,29.830615614817848,2.0,13.0,22.0,52.0,97.0,363.0,2.828398321116646,15.779716777190806,0.0
PM10,3024,65.58366402116403,56.0,40.960946654641646,4.0,23.0,39.0,81.0,144.0,483.0,2.3883730397872793,11.719913848010615,0.0
So2,3024,12.850198412698413,9.0,12.948805529139635,1.0,3.0,6.0,15.0,38.0,122.0,3.285405794534249,14.565655644810494,0.0
No2,3024,37.14087301587302,33.0,18.917985394445726,4.0,14.0,23.0,47.0,74.0,144.0,1.2306714543414894,2.0870439699879477,0.0
Co,3024,0.7970899470899471,0.74,0.29362968093349257,0.23,0.46,0.6,0.92,1.33,2.99,1.907218183222479,6.739239659648623,0.0
O3,3024,65.36772486772487,64.0,30.781372900083404,1.0,19.0,41.0,86.0,119.0,183.0,0.34582392174388354,-0.23362827561298793,0.0
