metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,58.0,58.0,,58.0,58.0,58.0,58.0,58.0,58.0,,,0.0
当天AQI排名,1,119.0,119.0,,119.0,119.0,119.0,119.0,119.0,119.0,,,0.0
PM2.5,1,39.0,39.0,,39.0,39.0,39.0,39.0,39.0,39.0,,,0.0
PM10,1,65.0,65.0,,65.0,65.0,65.0,65.0,65.0,65.0,,,0.0
So2,1,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,,0.0
No2,1,42.0,42.0,,42.0,42.0,42.0,42.0,42.0,42.0,,,0.0
Co,1,0.78,0.78,,0.78,0.78,0.78,0.78,0.78,0.78,,,0.0
O3,1,20.0,20.0,,20.0,20.0,20.0,20.0,20.0,20.0,,,0.0
