质量等级,count,rate
良,1588,0.5573885573885574
优,899,0.31554931554931553
轻度污染,296,0.1038961038961039
中度污染,42,0.014742014742014743
严重污染,17,0.005967005967005967
重度污染,7,0.002457002457002457
