质量等级,count,rate
良,1498,0.4947159841479524
轻度污染,720,0.23778071334214002
中度污染,297,0.09808454425363276
优,261,0.08619550858652576
重度污染,142,0.04689564068692206
严重污染,110,0.03632760898282695
