质量等级,count,rate
优,1395,0.5379868877747782
良,1035,0.39915156189741613
轻度污染,98,0.037794060933281914
中度污染,34,0.013112225221750868
严重污染,21,0.008098727342846125
重度污染,10,0.0038565368299267257
