质量等级,count,rate
良,1073,0.41253364090734335
优,826,0.3175701653210304
轻度污染,232,0.08919646289888504
严重污染,173,0.06651287966166859
中度污染,164,0.06305267204921185
重度污染,133,0.051134179161860825
