metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2601,93.89542483660131,63.0,75.0892944217226,17.0,31.0,46.0,109.0,271.0,475.0,1.7341239437710554,2.4355864504116282,0.0
当天AQI排名,2601,222.56286043829297,237.0,111.23702339584861,1.0,26.0,131.0,327.0,364.0,640.0,-0.34201679698078485,-1.0556786620658953,0.0
PM2.5,2601,60.36332179930796,28.0,107.13692113168452,4.0,9.0,16.0,75.0,216.0,4332.0,24.816952296699455,972.0371143947114,0.0
PM10,2601,98.28066128412149,64.0,88.87126194078233,2.0,21.0,39.0,122.0,303.0,819.0,1.9101734316836927,4.588188200783048,0.0
So2,2601,11.784698193002692,10.0,7.661026015541315,1.0,5.0,7.0,14.0,26.0,82.0,2.9377184646451324,13.549815119310301,0.0
No2,2601,35.33833141099577,31.0,18.81548327593647,2.0,13.0,22.0,44.0,74.0,123.0,1.1881376407945197,1.4592358213076824,0.0
Co,2601,1.0443560169165704,0.78,0.7175267205767776,0.21,0.42,0.56,1.25,2.63,4.8,1.8197928986634946,3.434026062140862,0.0
O3,2601,56.30372933487121,57.0,28.84791722801501,4.0,12.0,32.0,80.0,101.0,161.0,0.09418666471515785,-0.8810278724259741,0.0
