质量等级,count,rate
良,1675,0.6560908734821779
优,533,0.20877399138268704
轻度污染,274,0.1073247160203682
中度污染,37,0.014492753623188406
严重污染,27,0.010575793184488837
重度污染,7,0.0027418723070896985
