metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2602,51.35242121445042,46.0,25.660171063097902,11.0,22.0,33.0,63.0,101.0,256.0,1.5972746607716857,4.352702213690993,0.0
当天AQI排名,2602,129.0161414296695,112.5,87.15658113732913,1.0,16.0,57.0,187.0,299.0,519.0,0.6478104826127572,-0.39190387018399964,0.0
PM2.5,2602,31.204842428900847,25.0,21.821827699851646,1.0,9.0,15.0,42.0,74.0,214.0,1.6880085120653383,4.760161272241837,0.0
PM10,2602,51.76095311299001,44.0,29.20337490856304,4.0,20.0,31.0,66.0,109.0,238.0,1.4301815285606896,2.890123310960689,0.0
So2,2602,13.81783243658724,12.0,6.990894626563853,4.0,6.0,9.0,17.0,28.0,75.0,1.7846893226386702,5.3986001375609485,0.0
No2,2602,18.4750192159877,17.0,8.096849275177595,3.0,8.0,13.0,23.0,34.0,62.0,1.2118241067277855,2.0609687695672516,0.0
Co,2602,0.990618754803997,0.95,0.29576512692601653,0.48,0.63,0.8,1.13,1.4994999999999983,3.13,1.8248948935624145,6.5222003640442265,0.0
O3,2602,54.51191391237509,52.0,21.717402496416486,6.0,22.0,39.0,68.0,93.0,138.0,0.46534666026087773,0.12957863817640813,0.0
