metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,46.0,46.0,,46.0,46.0,46.0,46.0,46.0,46.0,,,0.0
当天AQI排名,1,108.0,108.0,,108.0,108.0,108.0,108.0,108.0,108.0,,,0.0
PM2.5,1,25.0,25.0,,25.0,25.0,25.0,25.0,25.0,25.0,,,0.0
PM10,1,48.0,48.0,,48.0,48.0,48.0,48.0,48.0,48.0,,,0.0
So2,1,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,,,0.0
No2,1,62.0,62.0,,62.0,62.0,62.0,62.0,62.0,62.0,,,0.0
Co,1,0.81,0.81,,0.81,0.81,0.81,0.81,0.81,0.81,,,0.0
O3,1,20.0,20.0,,20.0,20.0,20.0,20.0,20.0,20.0,,,0.0
