metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,49.0,49.0,,49.0,49.0,49.0,49.0,49.0,49.0,,,0.0
当天AQI排名,1,69.0,69.0,,69.0,69.0,69.0,69.0,69.0,69.0,,,0.0
PM2.5,1,22.0,22.0,,22.0,22.0,22.0,22.0,22.0,22.0,,,0.0
PM10,1,53.0,53.0,,53.0,53.0,53.0,53.0,53.0,53.0,,,0.0
So2,1,16.0,16.0,,16.0,16.0,16.0,16.0,16.0,16.0,,,0.0
No2,1,23.0,23.0,,23.0,23.0,23.0,23.0,23.0,23.0,,,0.0
Co,1,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,0.75,,,0.0
O3,1,55.0,55.0,,55.0,55.0,55.0,55.0,55.0,55.0,,,0.0
