质量等级,count,rate
良,1423,0.4991231146965977
轻度污染,664,0.23290073658365487
优,375,0.13153279551034724
中度污染,235,0.0824272185198176
重度污染,98,0.03437390389337075
严重污染,56,0.019642230796211857
