质量等级,count,rate
优,1530,0.5882352941176471
良,757,0.29104190695886195
轻度污染,186,0.07151095732410612
中度污染,62,0.023836985774702037
重度污染,34,0.013071895424836602
严重污染,32,0.012302960399846213
