质量等级,count,rate
良,1673,0.5525099075297226
优,856,0.28269484808454426
轻度污染,354,0.11690885072655217
中度污染,83,0.0274108322324967
重度污染,41,0.013540290620871863
严重污染,21,0.006935270805812417
