metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,83.0,83.0,,83.0,83.0,83.0,83.0,83.0,83.0,,,0.0
当天AQI排名,1,248.0,248.0,,248.0,248.0,248.0,248.0,248.0,248.0,,,0.0
PM2.5,1,60.0,60.0,,60.0,60.0,60.0,60.0,60.0,60.0,,,0.0
PM10,1,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,85.0,,,0.0
So2,1,13.0,13.0,,13.0,13.0,13.0,13.0,13.0,13.0,,,0.0
No2,1,30.0,30.0,,30.0,30.0,30.0,30.0,30.0,30.0,,,0.0
Co,1,0.84,0.84,,0.84,0.84,0.84,0.84,0.84,0.84,,,0.0
O3,1,69.0,69.0,,69.0,69.0,69.0,69.0,69.0,69.0,,,0.0
