metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,70.0,70.0,,70.0,70.0,70.0,70.0,70.0,70.0,,,0.0
当天AQI排名,1,195.0,195.0,,195.0,195.0,195.0,195.0,195.0,195.0,,,0.0
PM2.5,1,50.0,50.0,,50.0,50.0,50.0,50.0,50.0,50.0,,,0.0
PM10,1,56.0,56.0,,56.0,56.0,56.0,56.0,56.0,56.0,,,0.0
So2,1,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,,0.0
No2,1,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,,0.0
Co,1,0.71,0.71,,0.71,0.71,0.71,0.71,0.71,0.71,,,0.0
O3,1,96.0,96.0,,96.0,96.0,96.0,96.0,96.0,96.0,,,0.0
