质量等级,count,rate
良,1518,0.5013210039630119
优,889,0.29359313077939236
轻度污染,424,0.14002642007926025
中度污染,131,0.043262879788639366
重度污染,43,0.014200792602377808
严重污染,23,0.007595772787318362
