metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,3028,48.82992073976222,43.0,26.418585530657992,9.0,18.0,28.0,63.0,98.0,180.0,1.1708661823034021,1.6098885504571259,0.0
当天AQI排名,3028,97.36129458388375,66.0,92.0289068929251,1.0,4.0,23.0,148.0,298.0,405.0,1.0943693469587306,0.3096647438682174,0.0
PM2.5,3028,28.76783355350066,24.0,20.385658845139616,1.0,6.0,13.0,39.0,70.0,134.0,1.4255074864596093,2.5742318590521576,0.0
PM10,3028,45.28731836195509,38.0,27.422582459528094,2.0,15.0,24.0,60.0,100.0,189.0,1.3059645112914846,2.0496929273054594,0.0
So2,3028,9.01783355350066,7.0,8.037224204073732,1.0,3.0,4.0,11.0,24.0,70.0,3.0752196200733635,13.12499168292644,0.0
No2,3028,28.713011889035666,25.0,18.275410260659847,2.0,6.0,14.0,39.0,63.0,114.0,1.004334278678533,1.028161371200996,0.0
Co,3028,0.8227542932628799,0.75,0.3030652942489332,0.27,0.48,0.6,0.97,1.43,2.52,1.3122802035745855,2.091676092350558,0.0
O3,3028,52.20904887714663,47.0,28.58498981232029,2.0,13.0,33.0,67.0,108.0,197.0,0.9693400951927411,1.1660827880378282,0.0
