质量等级,count,rate
良,1542,0.5926210607225212
优,690,0.26518063028439665
轻度污染,303,0.1164488854727133
中度污染,49,0.018831667947732514
重度污染,14,0.005380476556495004
严重污染,4,0.0015372790161414297
