质量等级,count,rate
优,2017,0.7769645608628659
良,475,0.1829738058551618
轻度污染,49,0.018875192604006163
中度污染,27,0.010400616332819723
重度污染,16,0.0061633281972265025
严重污染,12,0.004622496147919877
