metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,3028,67.68064729194188,59.0,35.8344862066579,16.0,30.0,45.0,80.0,133.0,363.0,2.290190102927203,8.395584946065075,0.0
当天AQI排名,3028,169.9227212681638,166.0,92.10360276779078,2.0,25.0,95.0,244.0,323.0,363.0,0.08845594828576643,-1.0139383177702102,0.0
PM2.5,3028,37.22126816380449,28.0,30.09066659555089,0.0,9.0,17.0,47.0,93.0,306.0,2.3866606071591967,8.884111471475777,0.0
PM10,3028,71.29557463672391,60.0,44.5088101311017,3.0,25.0,41.0,89.0,154.0,465.0,2.1520045414685613,8.518930331614998,0.0
So2,3028,15.918097754293262,11.0,13.16711333407533,2.0,5.0,8.0,19.0,42.65000000000009,108.0,2.48257634562446,8.459443016950186,0.0
No2,3028,30.988110964332893,28.0,15.488857766068298,3.0,12.0,19.0,40.0,61.0,146.0,1.0576925752400699,1.8424190380553123,0.0
Co,3028,0.69832892998679,0.61,0.37361011867311317,0.1,0.27,0.45,0.86,1.4365000000000008,3.12,1.6685753338481704,4.407582940770202,0.0
O3,3028,71.67866578599735,69.0,30.232150671023994,8.0,27.0,50.0,90.0,125.0,210.0,0.6065038899990657,0.5115160120214983,0.0
