质量等级,count,rate
良,1357,0.5217224144559784
轻度污染,541,0.20799692425990005
优,346,0.13302575932333718
中度污染,184,0.07074202229911572
重度污染,109,0.041906958861976165
严重污染,64,0.024605920799692427
