城市,样本数,PM2.5_mean,AQI_mean,PM10_mean,O3_mean
汕头,3028,27.240752972258917,48.60700132100396,46.16347424042272,69.59544253632761
梅州,2963,27.40870739115761,45.65372932838339,43.2716841039487,47.336145798177526
甘南,2598,27.964973056197074,57.1401077752117,57.39838337182448,66.91301000769823
月聊,1,28.0,62.0,75.0,54.0
毕节,2602,28.10030745580323,46.75634127594159,42.962336664104534,53.96348962336664
北海,3027,28.105715229600264,49.615460852329036,46.59629996696399,65.86851668318467
鹤岗,2602,28.24096848578017,51.305918524212146,52.67870868562644,57.95042275172944
荣成,2857,28.287714385719287,57.219460973048655,53.02415120756038,81.03465173258662
阳江,2963,28.727640904488695,47.978062774215324,43.07256159298009,60.79817752278097
中山,3028,28.76783355350066,48.82992073976222,45.28731836195509,52.20904887714663
河源,3022,28.887160820648578,48.05129053606883,45.47915287888815,54.990403706154865
金昌,2963,28.918326020924738,75.220722240972,97.69827877151536,77.56429294633817
月榆,1,29.0,60.0,71.0,38.0
嘉峪,2963,29.036787040161997,77.31049611879851,99.95545055686804,79.03476206547418
文登,2859,29.11507520111927,58.923050017488634,56.588317593564184,76.70269324938789
漳州,2602,29.11837048424289,52.54304381245196,55.10146041506533,55.69369715603382
鸡西,2602,29.3608762490392,52.2782475019216,54.22098385857033,49.52075326671791
月金,2,29.5,56.0,63.5,39.0
乳山,2859,29.559286463798532,59.39944036376355,54.81077299755159,72.84295208114726
云浮,2963,29.81707728653392,49.33682078974013,47.841376982787715,41.976375295308806
克拉,2963,29.962200472494093,61.02834964562943,62.77691528855889,66.59163010462369
佳木,2602,29.97924673328209,51.26402767102229,47.18946963873943,55.32090699461952
月太,1,30.0,48.0,51.0,24.0
月滨,1,30.0,61.0,73.0,46.0
月阜,1,30.0,59.0,66.0,55.0
月德,1,30.0,59.0,69.0,57.0
河池,2602,30.252113758647194,50.45465026902383,50.38316679477325,42.776325903151424
红河,2596,30.40331278890601,48.937211093990754,46.17372881355932,65.93836671802774
丽水,3028,30.500330250990753,51.98084544253633,49.294914134742406,53.51552179656539
固原,2601,30.692425990003844,67.8242983467897,78.62091503267973,64.25720876585929
威海,3028,30.97556142668428,59.79623513870541,57.9283355350066,82.96169088507266
阿拉,2602,30.99423520368947,67.50807071483474,74.04496541122214,97.9607993850884
月吴,2,31.0,65.0,81.5,43.0
月固,1,31.0,71.0,93.0,65.0
月江,1,31.0,51.0,55.0,24.0
月中,1,31.0,66.0,79.0,57.0
月广,1,31.0,52.0,55.0,51.0
哈密,2597,31.02194840200231,75.74701578744705,96.40508278783211,55.68540623796689
潮州,2963,31.03071211609855,52.278771515356055,47.47991900101249,65.28788390145124
崇左,2602,31.051498847040737,51.739431206764024,49.648731744811684,51.770561106840894
钦州,2602,31.204842428900847,51.35242121445042,51.76095311299001,54.51191391237509
齐齐,2964,31.223009446693656,56.73582995951417,57.25337381916329,53.02732793522267
双鸭,2602,31.36894696387394,52.46887009992314,52.14104534973097,54.46348962336664
巴中,2601,31.624375240292196,51.38139177239523,51.123798539023454,40.22683583237217
江门,3028,31.677344782034346,54.64498018494056,54.847093791281374,52.08619550858653
景德,2602,31.7086856264412,51.93082244427364,54.92544196771714,45.8662567255957
黄南,2591,31.835198764955617,59.9266692396758,63.973755306831336,71.77267464299499
赤峰,2964,31.885627530364374,63.17071524966262,72.07894736842105,55.87179487179487
攀枝,2964,31.917678812415655,55.527665317139004,60.09075573549258,49.040485829959515
月西,1,32.0,63.0,75.0,59.0
平凉,2601,32.08073817762399,66.46828143021915,76.43406382160707,56.55632449058054
湘西,2598,32.117397998460355,51.729792147806,53.729407236335646,39.06235565819861
松原,2602,32.4423520368947,63.01460415065334,65.7847809377402,59.95926210607225
庆阳,2601,32.488658208381395,67.21414840445982,72.6720492118416,79.09957708573626
天水,2601,32.53671664744329,61.41407151095732,65.6720492118416,59.01806997308727
梧州,2602,32.843966179861646,52.65680245964643,55.39315910837817,43.64335126825519
台州,3028,32.86822985468957,55.70376486129459,56.530713342140025,63.41908850726552
月汕,1,33.0,48.0,40.0,81.0
通化,2602,33.1456571867794,58.54227517294389,60.50461183704842,48.08378170637971
玉林,2597,33.20716211012707,52.113207547169814,50.74316519060454,53.38698498267232
东莞,3022,33.27829252150894,54.50595632031767,48.84712111184646,57.69920582395764
广州,3028,33.306142668428,54.69220607661823,54.455085865257594,49.204755614266844
定西,2601,33.44367550941946,66.97500961168781,76.9354094579008,61.21107266435986
大庆,2961,33.511989192840254,56.44849712934819,54.07936507936508,61.379939209726444
贺州,2602,33.59108378170638,52.39777094542659,52.93274404304381,48.90968485780169
郴州,2602,33.60607225211376,55.10914681014604,55.96079938508839,50.64527286702536
清远,3022,33.633355393778956,54.73262739907346,52.391131700860356,53.354070152217076
月巴,1,34.0,58.0,66.0,36.0
月文,2,34.0,64.5,286.0,66.5
白城,2602,34.049192928516526,58.04419677171406,57.4292851652575,59.376249039200616
赣州,2602,34.09415833973866,53.59838585703305,54.9108378170638,58.35203689469639
佛山,3028,34.14564068692206,56.07397622192867,56.96466314398943,49.54623513870541
榆林,2601,34.17800845828528,71.01422529796233,80.43483275663206,60.66128412149173
商洛,2600,34.28961538461539,61.309615384615384,63.16576923076923,58.692692307692305
宁波,3028,34.58652575957728,58.05944517833554,56.71532364597094,62.08784676354029
温州,3028,34.589167767503305,57.707397622192865,62.6221928665786,51.373844121532365
鹰潭,2602,34.670637970791695,55.39853958493467,48.37663335895465,57.37086856264412
揭阳,2957,34.77409536692594,56.33682786608049,53.904971254649986,61.98207642881299
上饶,2602,34.78708685626441,55.97232897770945,59.61683320522675,52.7271329746349
酒泉,2602,34.87163720215219,83.49692544196772,113.54534973097617,73.99769408147579
月银,1,35.0,87.0,124.0,49.0
月濮,1,35.0,80.0,109.0,60.0
抚州,2602,35.031514219830896,55.061106840891625,55.466948501152956,57.54227517294389
贵港,2602,35.098770176787085,55.226364335126824,56.038816295157574,54.873174481168334
南宁,3028,35.302840158520475,56.22523117569353,59.86558784676354,46.87450462351387
白银,2601,35.31026528258362,75.88696655132641,97.3679354094579,61.957324106113035
资阳,2601,35.3598615916955,63.130718954248366,67.46289888504421,60.638216070742025
承德,3028,35.4557463672391,67.79227212681639,76.41974900924703,56.00528401585205
那曲,1916,35.46920668058455,69.47912317327766,78.16597077244259,51.63152400835073
张掖,2601,35.54786620530565,72.22952710495963,86.18223760092272,70.7520184544406
肇庆,3028,35.57562747688243,55.915455746367236,53.89696169088507,53.319352708058126
月延,1,36.0,81.0,111.0,33.0
月云,1,36.0,55.0,59.0,55.0
大同,3018,36.08151093439364,71.10735586481114,83.48972829688536,58.844599072233265
瓦房,2779,36.11514933429291,56.157250809643756,46.284274919035624,40.27959697732997
怀化,2602,36.21790930053805,61.10299769408147,68.16910069177555,54.28862413528056
丹东,3022,36.27498345466579,60.38285903375248,61.70185307743216,56.91661151555262
海门,2858,36.31210636808957,60.94051784464661,57.86843946815955,68.88418474457663
巴彦,2602,36.42544196771714,74.27401998462722,90.57109915449654,69.73981552651806
绥化,2601,36.42983467896963,59.74971164936563,58.09265667051134,55.34717416378316
通辽,2602,36.48424289008455,65.51998462720984,70.57109915449654,68.02959262106073
雅安,2601,36.63475586312956,57.24183006535948,57.15801614763552,53.9761630142253
白山,2602,36.69292851652575,63.80514988470407,67.56379707916987,50.804381245196005
七台,2602,36.78823981552652,61.95042275172944,62.836664104534975,56.805918524212146
大连,3028,36.78963011889036,64.27741083223249,64.22655217965654,71.66017173051519
月胶,1,37.0,60.0,66.0,31.0
月新,1,37.0,90.0,130.0,45.0
月克,1,37.0,108.0,166.0,73.0
月吐,1,37.0,93.0,135.0,69.0
月招,1,37.0,56.0,63.0,25.0
牡丹,2963,37.10124873439082,61.71245359433007,64.9014512318596,49.05028687141411
烟台,3028,37.22126816380449,67.68064729194188,71.29557463672391,71.67866578599735
朝阳,2529,37.265322261763544,67.89798339264532,70.2495057334915,61.840253064452355
广安,2601,37.29796232218378,61.59477124183007,63.740484429065745,53.30757400999615
新余,2602,37.298616448885475,59.61337432744043,66.42428900845503,49.43658724058417
恩施,2598,37.413010007698226,58.73633564280215,59.06735950731332,34.62471131639723
吉安,2602,37.700230591852424,58.997694081475785,61.15295926210607,58.38662567255957
义乌,2857,37.90969548477424,61.30031501575079,62.64403220161008,51.97129856492825
月六,1,38.0,97.0,144.0,68.0
月兰,1,38.0,76.0,103.0,43.0
月定,1,38.0,84.0,119.0,51.0
月菏,1,38.0,93.0,137.0,68.0
月商,1,38.0,88.0,126.0,56.0
月天,1,38.0,75.0,100.0,45.0
月寿,1,38.0,61.0,78.0,23.0
衢州,3028,38.10105680317041,60.435270805812415,59.63309114927345,55.520475561426686
安康,2601,38.16262975778547,61.6797385620915,61.42945021145713,49.377162629757784
来宾,2602,38.38124519600307,59.00614911606456,58.433128362797845,51.59684857801691
临夏,2597,38.45860608394301,70.32306507508663,81.31112822487485,60.64574509048902
月平,2,38.5,73.5,95.5,35.0
太仓,2858,38.549685094471656,66.45381385584325,66.65325402379287,65.69874037788664
南昌,3028,38.55680317040951,64.65323645970938,70.89630118890356,55.40653896961691
延安,3028,38.822655217965654,74.26717305151915,87.69782034346103,46.542602377807135
中卫,2599,38.927279722970376,81.5317429780685,102.1419776837245,68.86802616390919
月开,1,39.0,100.0,149.0,58.0
月张,2,39.0,63.0,73.0,36.0
月雅,1,39.0,56.0,63.0,39.0
月达,1,39.0,58.0,65.0,20.0
月武,1,39.0,74.0,97.0,64.0
月亳,1,39.0,97.0,143.0,79.0
阜新,2601,39.23644752018455,71.11956939638601,76.38677431757017,64.18223760092272
娄底,2602,39.448116833205226,61.77325134511914,64.70906994619523,58.59338970023059
宜春,2602,39.48770176787087,60.16064565718678,63.25172943889316,49.779400461183705
昆山,2858,39.617564730580824,67.15675297410776,67.92127361791462,63.540237928621416
武威,2601,39.63475586312956,79.38100730488274,105.09457900807382,63.96309111880046
咸宁,2602,39.659108378170636,64.22405841660262,60.58608762490392,62.78401229823213
富阳,2748,39.68195050946143,63.18740902474527,70.89483260553129,48.96761280931587
临安,2849,39.95963495963496,67.42611442611442,73.94770094770095,58.19164619164619
月安,1,40.0,76.0,103.0,49.0
月绥,1,40.0,56.0,44.0,64.0
桂林,2964,40.041835357624834,59.76720647773279,56.11302294197031,58.319163292847506
呼和,3028,40.08586525759577,78.29656538969617,95.05713342140027,54.37318361955086
乌海,2602,40.20253651037663,84.61568024596464,110.48308993082244,68.77594158339738
十堰,2602,40.38893159108378,64.41122213681783,67.0184473481937,56.52075326671791
上海,3026,40.783212161269,65.75446133509584,56.512557832121615,68.86814276272307
青岛,3028,40.79392338177014,73.04755614266843,82.98745046235139,70.387714663144
吴忠,2601,40.866589773164165,80.2875816993464,98.89657823913879,58.3840830449827
四平,2602,40.876249039200616,70.43235972328978,75.03612605687933,59.953881629515756
招远,2778,40.940244780417565,69.21202303815694,74.42368610511159,58.61627069834413
月庆,1,41.0,89.0,129.0,79.0
吴江,2859,41.06750612102134,70.74711437565583,74.77334732423924,64.79678209164044
本溪,2964,41.073211875843455,68.33367071524967,74.0114709851552,50.75168690958164
辽源,2602,41.09992313604919,65.52229054573405,57.876249039200616,60.037663335895466
永州,2602,41.27401998462721,61.333589546502694,60.35818601076095,56.088777863182166
池州,2601,41.319492502883506,63.989234909650136,62.88696655132641,57.663590926566705
银川,3027,41.40898579451602,79.02048232573505,98.41493227618103,60.20482325735051
嘉兴,3024,41.454695767195766,67.31580687830687,65.58366402116403,65.36772486772487
盘锦,3028,41.63507265521797,70.9607001321004,64.13540290620872,67.49669749009247
营口,3022,41.709133024487095,72.60489741892786,69.58305757776307,73.3504301786896
萍乡,2602,41.76979246733282,64.66986933128362,68.6706379707917,45.11337432744043
九江,2964,41.90384615384615,66.61099865047234,65.20647773279352,58.53812415654521
宜兴,2859,41.97726477789437,70.26652675760755,61.63973417278769,68.25778244141308
金华,3028,41.986129458388376,65.68527080581242,61.15719947159842,54.010898282694846
宣城,2601,42.41830065359477,65.54363706266821,60.2479815455594,65.60130718954248
海东,2553,42.607520564042304,74.45358401880141,86.59381120250686,58.490011750881315
柳州,3028,42.73447820343461,63.076948480845445,63.610964332893,55.20640686922061
盐城,3028,42.85568031704095,70.80085865257595,73.28797886393659,74.30944517833554
常熟,2859,42.89122070654075,68.49143057012941,67.1129765652326,64.51101783840504
即墨,2857,42.92894644732237,74.89744487224361,79.7476373818691,68.11690584529227
月石,1,43.0,88.0,127.0,50.0
月资,1,43.0,66.0,78.0,72.0
月莱,1,43.0,67.0,84.0,19.0
绍兴,3026,43.14441506939855,73.45902181097158,84.22339722405816,59.81493721083939
内江,2601,43.1680123029604,66.56901191849289,62.91080353710112,56.18992695117262
莱州,2857,43.184459222961145,77.09555477773888,87.45362268113405,68.77773888694435
秦皇,3028,43.189564068692206,74.37681638044914,84.53896961690884,55.09247027741083
吉林,2964,43.36099865047233,70.61740890688259,70.70479082321188,65.51551956815115
杭州,3028,43.46796565389696,68.49669749009247,72.13639365918098,54.5885072655218
西宁,3027,43.47307565246118,76.46613809051867,92.42286091840106,57.525933267261316
益阳,2602,43.49961568024597,69.39123750960799,72.67332820906995,62.35780169100692
绵阳,2964,43.56410256410256,67.06747638326586,68.860661268556,49.03238866396761
吕梁,2602,43.61183704842429,80.37701767870868,98.38431975403536,43.17140661029977
六安,2601,43.65359477124183,70.50980392156863,75.60515186466743,66.30603613994617
黄冈,2602,43.78977709454266,70.74750192159877,73.89200614911607,67.58570330514989
眉山,2602,43.80514988470407,69.39930822444273,69.33205226748655,54.475787855495774
衡阳,2602,43.90661029976941,65.99615680245965,65.5968485780169,51.89085318985396
铁岭,2595,43.971483622350675,74.80963391136801,77.87630057803469,58.88400770712909
月铜,1,44.0,108.0,166.0,49.0
连云,3028,44.23745046235139,72.95937912813739,76.52972258916776,70.4607001321004
辽阳,2595,44.28670520231214,74.87052023121387,77.90982658959537,60.001541425818886
伊犁,1626,44.32041820418204,75.54551045510455,74.659901599016,53.21094710947109
南通,3028,44.42998678996037,70.97820343461031,67.7612285336856,68.71202113606341
朔州,2602,44.49884704073789,85.73597232897771,103.36933128362797,67.59800153727902
胶州,2857,44.67238361918096,76.07840392019601,79.77178858942948,66.25411270563528
重庆,3028,44.7057463672391,67.39762219286658,69.5056142668428,38.70079260237781
石嘴,2963,44.71414107323658,87.04522443469456,109.31792102598718,68.18123523455957
包头,3028,44.91908850726552,83.46400264200793,103.59775429326288,56.48480845442536
月许,1,45.0,105.0,160.0,62.0
月阳,1,45.0,64.0,60.0,84.0
金坛,2860,45.024825174825175,71.47972027972028,69.6576923076923,62.758391608391605
安庆,2602,45.10953112990008,68.5499615680246,64.10914681014604,63.892006149116064
兰州,3027,45.14403700033036,83.65576478361415,110.22728774364057,53.63495209778659
苏州,3023,45.31359576579557,71.50611974859412,67.99768441945088,60.69765133972874
张家,3028,45.371202113606344,75.4319682959049,80.88639365918098,61.86228533685601
邵阳,2602,45.45926210607225,66.66102997694081,64.73635664873174,53.1717909300538
岳阳,2964,45.52294197031039,70.00404858299595,76.50944669365722,56.78947368421053
胶南,2840,45.61725352112676,78.6943661971831,79.1225352112676,76.55669014084508
溧阳,2859,45.8604407135362,71.66072053165442,72.53130465197621,62.62749213011543
抚顺,2957,45.91816029759892,76.32938789313494,81.06188704768346,58.7203246533649
月潮,1,46.0,65.0,63.0,66.0
月梅,1,46.0,66.0,58.0,67.0
汉中,2601,46.01422529796232,71.71587850826606,72.35332564398308,47.824298346789696
葫芦,3022,46.28060886829914,77.86201191264064,82.39973527465254,63.93216412971542
平度,2855,46.33099824868651,78.9922942206655,92.51348511383537,69.077057793345
长春,3028,46.33124174372523,75.4332892998679,78.26453104359314,54.14729194187583
孝感,2602,46.53382013835511,73.28593389700231,77.00461183704843,63.76287471176018
莱西,2851,46.74114345843564,77.91266222378113,80.39600140301648,71.06383725008769
句容,2858,46.74282715185444,76.14590622813157,69.65395381385585,60.17424772568229
德阳,2964,46.79655870445344,74.0701754385965,78.60222672064778,54.18792172739541
南京,3028,46.81373844121532,76.59247027741083,83.80284015852048,63.01519154557464
达州,2601,46.946174548250674,70.00499807766244,72.69742406766628,44.14686658977316
黄石,2602,46.97386625672559,71.66564181398924,78.076095311299,57.7521137586472
铜陵,2602,47.09684857801691,71.83589546502691,76.99423520368947,55.062644119907766
随州,2602,47.20368946963874,73.35511145272866,76.52651806302843,63.79323597232898
无锡,3022,47.43778954334878,75.09530112508273,79.53739245532759,61.554930509596296
月博,1,48.0,70.0,89.0,70.0
芜湖,2964,48.351889338731446,74.2695681511471,71.91329284750337,55.27732793522267
马鞍,2964,48.743927125506076,75.8950742240216,77.96693657219973,58.351551956815115
日照,3028,48.78500660501982,80.60766182298546,89.99141347424042,66.07331571994716
常德,2964,48.858636977058026,72.71693657219973,69.02091767881241,56.08029689608637
扬州,3028,48.874174372523115,79.10568031704095,88.11063408190225,63.96433289299868
鄂州,2602,49.135664873174484,75.87240584166027,80.80514988470408,59.4803996925442
常州,3028,49.135733157199475,74.46202113606341,79.54194187582563,57.363936591809775
泸州,2964,49.20715249662618,72.04622132253711,69.42678812415654,45.851889338731446
鞍山,2964,49.38191632928475,78.67004048582996,86.19500674763833,61.70479082321187
滁州,2602,49.61299000768639,76.56687163720215,77.66218293620292,66.82013835511145
库尔,2963,49.75430307121161,115.37394532568342,170.74586567667905,66.29463381707728
昌吉,2597,49.79322294955718,83.77589526376589,90.4351174432037,58.997689641894496
湖州,3028,49.8110964332893,74.72060766182298,75.73612945838838,59.341809775429326
月乌,1,50.0,72.0,81.0,45.0
月红,1,50.0,70.0,56.0,96.0
月茂,1,50.0,70.0,78.0,61.0
株洲,3028,50.23678996036988,73.7830250990753,74.8104359313078,49.49306472919419
锦州,2964,50.5057354925776,81.38765182186235,81.27935222672065,63.11201079622132
月宝,1,51.0,103.0,153.0,54.0
月宜,2,51.0,73.5,79.0,37.0
月汉,1,51.0,84.0,115.0,29.0
泰州,3027,51.282457879088206,78.86323092170466,83.96828543111992,66.21209117938552
忻州,2602,51.305918524212146,84.3739431206764,94.67870868562645,58.14911606456572
沈阳,3022,51.33322303110523,81.55526141628062,88.36035737921907,56.1783587028458
晋中,2602,51.81860107609531,86.0749423520369,98.8162951575711,58.97694081475788
湘潭,3028,51.85733157199471,76.33487450462351,78.44815059445179,51.78104359313078
信阳,2602,51.901229823212915,80.66986933128362,86.45964642582629,68.33320522674866
铜川,3027,51.90815989428477,85.06408985794516,94.99339279814998,60.90915097456227
镇江,3028,51.91578599735799,80.64993394980185,80.82694848084545,63.447490092470275
宜宾,2963,51.92845089436382,75.45798177522781,74.6169422882214,47.28653391832602
淮安,3028,52.427014531043596,82.97556142668428,85.5947820343461,69.30911492734478
淮南,2602,52.47655649500384,82.14834742505765,88.78708685626441,67.55034588777863
成都,3028,52.84247027741083,79.37450462351387,86.05350066050198,51.10468956406869
哈尔,3028,52.91182298546896,79.84940554821665,79.65323645970938,49.84775429326288
江阴,2859,52.915005246589715,80.10248338579923,82.21301154249738,63.370409233997904
蚌埠,2602,53.00845503458878,81.63297463489623,87.47117601844735,67.82974634896233
长沙,3028,53.24504623513871,77.7387714663144,65.45442536327609,52.80878467635403
合肥,3028,53.79128137384412,82.3335535006605,80.45871862615589,54.53335535006605
晋城,2602,53.886241352805534,91.619523443505,108.8097617217525,68.11029976940814
克州,2594,53.97532767925983,124.32999228989976,185.17347725520432,78.56669236700077
月揭,1,54.0,76.0,95.0,62.0
宿迁,3028,54.390356671070016,83.84114927344783,87.10369881109644,66.5336856010568
亳州,2597,54.482479784366575,86.06237966884868,89.95071236041586,70.18444358875625
阜阳,2602,54.66256725595696,83.72751729438893,87.29823212913143,63.65564950038432
荆州,2964,54.975371120107965,82.7948717948718,94.18589743589743,59.529014844804315
月湛,1,55.0,76.0,69.0,57.0
武汉,3028,55.11459709379128,83.29590488771467,84.20970937912814,55.87747688243065
章丘,2857,55.63983199159958,92.072803640182,107.85929296464823,65.33916695834792
淮北,2602,55.669485011529595,87.22598001537278,91.15334358186011,70.10338201383551
宝鸡,3027,55.84902543772712,88.58374628344896,99.53088866864883,48.55764783614139
荆门,2602,55.85664873174481,84.18524212144504,89.18024596464258,60.93082244427364
宿州,2602,56.43235972328978,86.56149116064566,86.83013066871638,67.24481168332052
北京,3028,56.44220607661823,88.38969616908851,82.16809775429326,57.47225891677675
阳泉,3027,56.50809382226627,92.72580112322431,111.5635943178064,57.65047902213413
长治,3018,56.62624254473161,89.29191517561298,98.20212060967528,69.1156394963552
月临,1,57.0,95.0,137.0,55.0
驻马,2602,57.328977709454264,89.83128362797848,99.78785549577248,68.92621060722522
东营,3028,57.695178335535005,94.2549537648613,109.05019815059445,71.74339498018495
宜昌,2964,58.111336032388664,85.01315789473684,88.51990553306342,45.43589743589744
月伊,2,58.5,80.0,71.5,53.5
太原,3028,58.86756935270806,95.16875825627477,116.22622192866578,51.758256274768826
南阳,2602,58.94734819369716,93.04880860876249,105.66448885472714,69.56072252113759
吐鲁,2597,59.55756642279553,114.51790527531767,159.3642664613015,58.89680400462072
潍坊,3028,59.628797886393656,95.89927344782035,113.98811096433289,69.32166446499339
月和,1,60.0,153.0,257.0,62.0
月内,1,60.0,83.0,85.0,69.0
月渭,1,60.0,133.0,216.0,31.0
徐州,3028,60.22027741083223,93.67536327608983,109.01750330250991,61.54953764861295
三门,2962,60.24780553679946,97.11073598919648,106.78663065496286,62.29743416610398
天津,3028,60.27113606340819,92.01816380449141,98.67602377807134,55.77377807133421
石河,2601,60.36332179930796,93.89542483660131,98.28066128412149,56.30372933487121
周口,2602,60.47809377401998,95.06033820138354,103.14950038431975,67.81398923904689
泰安,3028,60.67569352708058,96.66479524438573,109.74603698811096,68.47985468956406
廊坊,3028,61.26948480845442,95.58817701453104,107.8834214002642,58.08223249669749
襄阳,2596,61.580893682588595,91.87403697996918,86.67411402157165,59.66448382126348
沧州,3028,61.65719947159842,95.22225891677675,104.84445178335535,65.44947159841479
