质量等级,count,rate
良,1084,0.41740469772814787
优,890,0.3427031189834424
轻度污染,262,0.10088563727377743
中度污染,179,0.06892568348093954
重度污染,111,0.04274162495186754
严重污染,71,0.027339237581825184
