质量等级,count,rate
良,1633,0.5392998678996037
优,792,0.261558784676354
轻度污染,439,0.1449801849405548
中度污染,109,0.03599735799207398
重度污染,31,0.01023778071334214
严重污染,24,0.007926023778071334
