metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2602,84.3739431206764,70.0,51.74599020452377,14.0,36.0,52.0,98.0,185.94999999999982,500.0,2.5209428700044345,9.88910302174379,0.0
当天AQI排名,2602,235.43428132205995,248.0,90.73363524739892,2.0,72.0,167.0,316.0,354.0,581.0,-0.4380122677582884,-0.7636209497206972,0.0
PM2.5,2602,51.305918524212146,38.0,42.814067801514646,3.0,11.0,24.0,63.75,136.94999999999982,381.0,2.277295488547674,7.318650909916735,0.0
PM10,2602,94.67870868562645,75.0,78.55115216545857,8.0,30.0,51.0,115.0,214.94999999999982,1472.0,6.023879820723838,72.3420166283422,0.0
So2,2602,35.06149116064566,25.0,31.44655585604512,3.0,9.0,15.0,44.0,96.94999999999982,373.0,2.706041907585112,11.805399157995229,0.0
No2,2602,37.05534204458109,35.0,16.20939051676115,6.0,15.0,25.0,47.0,67.0,98.0,0.6770043194638036,0.20862173403737172,0.0
Co,2602,1.2006110684089162,0.95,0.8032788747116126,0.21,0.48,0.71,1.42,2.78,11.74,2.875515483843865,17.088602617646043,0.0
O3,2602,58.14911606456572,55.0,34.49662261057876,4.0,11.0,31.0,79.0,123.0,224.0,0.7208983353351235,0.38220657226213417,0.0
