质量等级,count,rate
良,1620,0.535006605019815
优,1002,0.33091149273447823
轻度污染,322,0.10634081902245707
中度污染,59,0.019484808454425365
重度污染,16,0.005284015852047556
严重污染,9,0.00297225891677675
