质量等级,count,rate
良,1651,0.634511913912375
轻度污染,463,0.17794004611837047
优,323,0.12413528055342045
中度污染,99,0.038047655649500384
重度污染,40,0.015372790161414296
严重污染,26,0.009992313604919293
