质量等级,count,rate
优,1354,0.5203689469638739
良,1066,0.409684857801691
轻度污染,157,0.060338201383551116
中度污染,20,0.007686395080707148
重度污染,4,0.0015372790161414297
严重污染,1,0.0003843197540353574
