质量等级,count,rate
良,1389,0.5338201383551114
优,732,0.28132205995388165
轻度污染,348,0.1337432744043044
中度污染,106,0.04073789392774789
重度污染,21,0.008070714834742506
严重污染,6,0.0023059185242121443
