metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2858,60.94051784464661,52.0,32.989587394442864,0.0,28.0,39.0,72.0,126.0,299.0,2.108588563948803,6.552655718071808,0.0
当天AQI排名,2858,142.4513645906228,122.0,91.1620114658737,2.0,25.0,70.0,201.0,323.0,538.0,0.7003889284775443,-0.3071604000389079,0.0
PM2.5,2858,36.31210636808957,28.0,26.889886829300245,0.0,11.0,19.0,45.0,90.15000000000009,249.0,2.2719485747206147,7.57638994136499,0.0
PM10,2858,57.86843946815955,46.0,38.202775543629876,0.0,20.0,34.0,70.0,135.0,374.0,2.220958288928069,7.635593401838074,0.0
So2,2858,13.156053184044787,11.0,9.15736495748741,0.0,5.0,8.0,16.0,30.0,92.0,2.76406553184601,11.689009676774335,0.0
No2,2858,21.093771868439468,18.0,13.406449598729823,0.0,7.0,12.0,26.0,48.0,130.0,1.8363616495809216,5.318048143085003,0.0
Co,2858,0.6973198040587824,0.64,0.27487233788576837,0.0,0.36,0.52,0.82,1.21,2.17,1.168404505843698,2.5754443906657647,0.0
O3,2858,68.88418474457663,67.0,27.20701093238385,0.0,29.0,50.0,86.0,117.0,180.0,0.35931162251356247,0.33281737646307796,0.0
