metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2602,76.56687163720215,69.0,36.43249573151539,13.0,32.0,52.0,93.0,148.0,320.0,1.4404616469074494,3.3289656324764207,0.0
当天AQI排名,2602,230.68024596464258,243.0,79.25213674252271,1.0,80.05000000000001,178.0,292.0,342.0,414.0,-0.5762424668978653,-0.28888033619902,0.0
PM2.5,2602,49.61299000768639,43.0,30.103571573922004,3.0,14.050000000000011,28.0,63.0,110.0,220.0,1.4187026487679426,2.6320440304387924,0.0
PM10,2602,77.66218293620292,70.0,42.579324433397346,6.0,24.0,48.0,100.0,155.0,438.0,1.4463298275754368,4.6841703589657255,0.0
So2,2602,10.998078401229824,10.0,5.333657371644332,3.0,5.0,7.0,13.0,21.0,58.0,1.9420203482482867,7.3121463276199234,0.0
No2,2602,33.61029976940815,29.0,17.830666229711646,3.0,13.0,21.0,43.0,69.0,139.0,1.2706201404304147,1.958891429223188,0.0
Co,2602,0.7961299000768639,0.74,0.30608761846619165,0.17,0.41,0.59,0.93,1.4194999999999982,2.35,1.2482222238442706,2.252041819523515,0.0
O3,2602,66.82013835511145,63.0,30.844588330488023,12.0,26.0,41.0,87.0,124.0,182.0,0.6372382284229287,-0.030590583341822963,0.0
