质量等级,count,rate
良,1411,0.46613809051866534
轻度污染,808,0.2669309547406673
中度污染,300,0.09910802775024777
优,185,0.061116617112652795
重度污染,165,0.05450941526263627
严重污染,158,0.05219689461513049
