质量等级,count,rate
良,1614,0.533201189296333
轻度污染,588,0.19425173439048563
优,361,0.11925999339279815
中度污染,238,0.07862570201519656
严重污染,119,0.03931285100759828
重度污染,107,0.03534852989758837
